data_sj/ca/33020/256800/880245140.html,Hotel Valencia Santana Row,"""The entire experience was excellent. The staff, location and especially the lounge!! I normally don\u2019t drink cocktails but I had a cocktail Hennessy VSOP\u2026 WOW! Delicious with a nice buzz. Beautiful hotel and very clean. The gym was decent, had adequate equipment but no bench.",5,positive,"February 22, 2023",355 Santana Row,"('San Jose',)",California,95128
data_sj/ca/33020/256800/864297167.html,Hotel Valencia Santana Row,"""A little loud. The area was nice in that shopping and dining were plethoric.  However the crowds filled my ability to use the phone network and the wifi speeds were suboptimal.  Aside from that excellent clean place with nice pool and hot tub.  Waiters were a little inexperienced but I cannot fault them for that.  ",4,positive,"October 11, 2022",355 Santana Row,"('San Jose',)",California,95128
data_sj/ca/33020/256800/906226208.html,Hotel Valencia Santana Row,"""The location cannot be beat with a plethora of shopping and restaurants outside your door.  The staff has also been amazing!  We had an issue at check and some confusion with the type of room we booked.  Jaelynn at the front desk was so kind and worked with her manager to not only remedy the situation, but put us in an upgraded room with a balcony!  Thank you!  \n\nThe bedding and pillows are also top notch!! Beautiful hotel and lovely staff. ",5,positive,"July 26, 2023",355 Santana Row,"('San Jose',)",California,95128
data_sj/ca/33020/256800/870959273.html,Hotel Valencia Santana Row,"""Our TV did not work and apparently a few other people had the same issue, just seems a little strange to me for this standard of hotel (especially considering the price.)\n\nEverything else was great, the front desk gentleman that helped us was very friendly and hospitable. It is a beautiful hotel.",4,positive,"December 7, 2022",355 Santana Row,"('San Jose',)",California,95128
data_sj/ca/33020/81625/711218891.html,Pacific Motor Inn,"""Smaller motor -style hotel in fantastic location.Downtown and tremendous restaurant and bars all within a 15 minute walk. Room was pleasant and parking was easy. Continental breakfast was simple.Mainly fruit and toast.\nUnfortunately, pool area was being refurbished and was unavailable.",3,negative,"September 19, 2019",455 S 2nd St,"('San Jose',)",California,95113-2710
data_sj/ca/33020/81625/650600250.html,Pacific Motor Inn,"""No frills here, but the location was great for work downtown. The room was clean, the shower water not quite hot or strong enough, the staff friendly and mostly helpful - there was a little mix up with how the room was paid - but it was easily remedied. I'd come back again. ",4,positive,"February 6, 2019",455 S 2nd St,"('San Jose',)",California,95113-2710
data_sj/ca/33020/81625/721888678.html,Pacific Motor Inn,"""This hotel was fantastic!! Reception staff friendly and very welcoming :-) room was amazing and impressively clean and immaculate. The pool area is clean and a welcome place to sit and relax. We got a free upgrade which was kind too.  The breakfast is simple but the selection of cereals, fruit, pastries, tea, coffee, juices etc... is filling.  ",5,positive,"October 28, 2019",455 S 2nd St,"('San Jose',)",California,95113-2710
data_sj/ca/33020/81625/652180895.html,Pacific Motor Inn,"""Very low marks for cleanliness, safety or value. It's close to the conference center (the only positive), but be aware this is a very very basic motel style place and pretty dingy. Guys at the desk try to be as helpful as they can, but the overall quality of the place was low. Seems to charge over $400 on conference nights which is scandalous.",1,negative,"February 13, 2019",455 S 2nd St,"('San Jose',)",California,95113-2710
data_sj/ca/33020/239815/859188311.html,Best Western Lanai Garden Inn &amp; Suites,"""The location of this hotel means that.noise will penetrate your room making it impossible to sleep. Front desk staffs are preoccupied with something other than giving smooth check in to guests. Elevator might give you a fright. Room needs new furnishings.",3,negative,"September 9, 2022",1575 Tully Rd,"('San Jose',)",California,95122
data_sj/ca/33020/239815/860254762.html,Best Western Lanai Garden Inn &amp; Suites,"""Rate a bit high. Silicon valley cost more. The Coffee machine is excellent, Average overall because of the higher rate. I was given water upon arrival; normally i do not receive the water. I really need more rewards bonus points right now to assist with no housing issue.",3,negative,"September 15, 2022",1575 Tully Rd,"('San Jose',)",California,95122
data_sj/ca/33020/239815/853774017.html,Best Western Lanai Garden Inn &amp; Suites,"""I was worried about coming here looking at the previous reviews but was very pleasantly surprised! Kudos to the manager Tuan who was a very lovely man and helped us with suggesting Uber to downtown Santa Barbara. All the staff were lovely and the rooms spacious and clean",5,positive,"August 12, 2022",1575 Tully Rd,"('San Jose',)",California,95122
data_sj/ca/33020/239815/853906599.html,Best Western Lanai Garden Inn &amp; Suites,"""I love best western for the free Wi-Fi and breakfast. The air conditioning is perfect for the size room and is cleaned and sanitized for your protection. Always have great ice machines and vending machines that are temperature regulated. Great TV stations to choose from!!!",5,positive,"August 13, 2022",1575 Tully Rd,"('San Jose',)",California,95122
data_sj/ca/33020/239815/859174909.html,Best Western Lanai Garden Inn &amp; Suites,"""clean room, clean package, clean carpet, first check in saw ants, they changed another room immediately, clean bathroom, free parking, near vietnamese center, convenient for visiting family, we will come back here anytime we back to Sanjose",4,positive,"September 9, 2022",1575 Tully Rd,"('San Jose',)",California,95122
data_sj/ca/33020/239815/909449784.html,Best Western Lanai Garden Inn &amp; Suites,"""When I checked in and went to my room, I opened the door to discover that a huge rock had been thrown through the window and the blinds. The rock was on the floor. There was glass everywhere and pieces of the shutters were laying around on the floor. They quickly gave me the room one floor below. Once I got in there, I discovered there were ants all over the bed. Do not stay here. Spend the extra money and find a nicer hotel.",1,negative,"August 11, 2023",1575 Tully Rd,"('San Jose',)",California,95122
data_sj/ca/33020/1022963/559038995.html,Americas Best Value Inn San Jose Convention Center,"""We had a wonderful stay! The owner helped my husband and I beyond explanation! We missed 2 connecting flights and got in around 3:00am with no luggage and no rental car. We uber-ed to the hotel he gave us all kinds of toiletries and made sure our room was the last to be cleaned so we had enough time to catch up on sleep! He and his wife checked on us multiple times as well as helped us with our lost luggage issue! Truly can\u2019t say enough! The room was very spacey, clean and A\u002FC worked wonderfully and was centrally located and close to the airport. Would stay again in a heartbeat!",5,positive,"February 7, 2018",1415 Monterey Road,"('San Jose',)",California,95110-3618
data_sj/ca/33020/1022963/534194815.html,Americas Best Value Inn San Jose Convention Center,"""I was so impressed with America's Best in San Jose. It was much more reasonable than so many other places, so I wasn't really expecting that much. Boy, was I surprised. Neal, at the front desk, was so warm and welcoming. The room was so lovely. It was spotless, comfortable, up to date with granite bathroom, bathroom that lights up when you walk to the door. I was so pleased with everything, I told Neal that I will be back when I visit my family in the area. ",5,positive,"October 18, 2017",1415 Monterey Road,"('San Jose',)",California,95110-3618
data_sj/ca/33020/1022963/914526828.html,Americas Best Value Inn San Jose Convention Center,"""Only reason we stayed here was the location so we could walk to the game. Rooms are small property definitely on the older side certainly don\u2019t wanna venture too far from the property as the neighborhood is definitely on the sketchy side overall, it worked for us than what we were trying to accomplish.",3,negative,"September 2, 2023",1415 Monterey Road,"('San Jose',)",California,95110-3618
